jahr,bfs_nummer,bfs_bezeichnung,administrative_ebene,indikator,wirtschaftssektor,anzahl
2016,2822,Augst,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2016,2822,Augst,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2016,2822,Augst,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2016,2841,Anwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2016,2841,Anwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2016,2841,Anwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2016,2841,Anwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2861,Sissach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,5
2014,2861,Sissach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,27
2014,2861,Sissach,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2861,Sissach,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,18
2013,2763,Arlesheim,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2763,Arlesheim,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,23
2013,2763,Arlesheim,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2763,Arlesheim,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,30
2013,2770,Muttenz,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,55
2013,2821,Arisdorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2821,Arisdorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2013,2821,Arisdorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2821,Arisdorf,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,6
2013,2822,Augst,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2013,2822,Augst,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2013,2822,Augst,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2013,2822,Augst,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2013,2829,Liestal,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,5
2013,2829,Liestal,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,51
2013,2829,Liestal,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,4
2013,2829,Liestal,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,48
2013,2841,Anwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2013,2841,Anwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2013,2841,Anwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2013,2841,Anwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2013,2849,Itingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2849,Itingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,8
2013,2849,Itingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2849,Itingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2013,2861,Sissach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2861,Sissach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,22
2013,2861,Sissach,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,8
2013,2861,Sissach,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,15
2013,2895,Waldenburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2013,2895,Waldenburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2013,2895,Waldenburg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2013,2895,Waldenburg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
